short_name,long_name,Borough,2000,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
pop_num,Population,Bronx,1529375,1529774,1611580,1620870,1634800,1629050,1586700,1601950,1619090,1626160,1636270,1644520,1643730,1664730,1628700
pop_num,Population,Brooklyn,1327690,1309640,1361470,1373660,1391900,1397290,1386660,1392000,1408470,1418730,1438160,1455440,1455720,1471160,1432130
pop_num,Population,Manhattan,2465326,2446016,2508820,2528050,2556600,2567100,2508340,2532640,2565640,2592150,2621790,2636740,2629150,2648770,2582830
pop_num,Population,Queens,2242159,2215339,2255180,2270340,2293010,2306710,2233840,2247850,2272770,2296180,2321580,2339150,2333050,2358580,2278910
pop_num,Population,Staten Island,443728,455344,477377,481613,487407,491730,469363,470467,470728,472621,473279,474558,476015,479458,476179
